5.680900000000000000e+04 4.651162790697674354e-01 1.206337156340975127e+02
5.681000000000000000e+04 4.883720930232557933e-01 1.225575139603261192e+02
5.681100000000000000e+04 5.116279069767442067e-01 1.239016865682898612e+02
5.681200000000000000e+04 5.348837209302325091e-01 1.252166010141759784e+02
5.681300000000000000e+04 5.581395348837209225e-01 1.265584281267355635e+02
5.681400000000000000e+04 5.813953488372093359e-01 1.276452583802710450e+02
5.681500000000000000e+04 6.046511627906976383e-01 1.287572385959223880e+02
5.681600000000000000e+04 6.279069767441860517e-01 1.299825140751514425e+02
5.681700000000000000e+04 6.511627906976744651e-01 1.313554670969260485e+02
5.681800000000000000e+04 6.744186046511627675e-01 1.329254989437368124e+02
5.681900000000000000e+04 6.976744186046511809e-01 1.342494324768116485e+02
5.682000000000000000e+04 7.209302325581394832e-01 1.354115856508812215e+02
5.682100000000000000e+04 7.441860465116278966e-01 1.373238879282421863e+02
5.682200000000000000e+04 7.674418604651163101e-01 1.387338879282421829e+02
5.682300000000000000e+04 7.906976744186046124e-01 1.399380473861214114e+02
5.682400000000000000e+04 8.139534883720930258e-01 1.412380473861214227e+02
5.682500000000000000e+04 8.372093023255814392e-01 1.422980473861214250e+02
5.682600000000000000e+04 8.604651162790697416e-01 1.440621335518174249e+02
5.682700000000000000e+04 8.837209302325581550e-01 1.449912191237643810e+02
5.682800000000000000e+04 9.069767441860464574e-01 1.460780493772998625e+02
5.682900000000000000e+04 9.302325581395348708e-01 1.469788268192909584e+02
5.683000000000000000e+04 9.534883720930232842e-01 1.485261470834896613e+02
5.683100000000000000e+04 9.767441860465115866e-01 1.492915881328200385e+02
5.683200000000000000e+04 1.428571428571428492e-01 1.504839806856314226e+02
5.683300000000000000e+04 2.857142857142856984e-01 1.517309369799737624e+02
5.683400000000000000e+04 4.285714285714285476e-01 1.527117529667929148e+02
5.683500000000000000e+04 5.714285714285713969e-01 1.544858160998296057e+02
5.683600000000000000e+04 7.142857142857143016e-01 1.551994686763680988e+02
5.683700000000000000e+04 8.571428571428570953e-01 1.563855546766226894e+02
5.683800000000000000e+04 1.111111111111111049e-01 1.578386548108185252e+02
5.683900000000000000e+04 2.222222222222222099e-01 1.591441815244479301e+02
5.684000000000000000e+04 3.333333333333333148e-01 1.603841008766640357e+02
5.684100000000000000e+04 4.444444444444444198e-01 1.613641518957441576e+02
5.684200000000000000e+04 5.555555555555555802e-01 1.627007894681623554e+02
5.684300000000000000e+04 6.666666666666666297e-01 1.635650232328348750e+02
5.684400000000000000e+04 7.777777777777777901e-01 1.647350232328348625e+02
5.684500000000000000e+04 8.888888888888888395e-01 1.657829736133395784e+02
5.684600000000000000e+04 5.000000000000000000e-01 1.665330402770435398e+02
5.684700000000000000e+04 9.090909090909091161e-02 1.677668960222585213e+02
5.684800000000000000e+04 1.818181818181818232e-01 1.691988876423457384e+02
5.684900000000000000e+04 2.727272727272727071e-01 1.708488876423457441e+02
5.685000000000000000e+04 3.636363636363636465e-01 1.720510939474365273e+02
5.685100000000000000e+04 4.545454545454545303e-01 1.728798279216405547e+02
5.685200000000000000e+04 5.454545454545454142e-01 1.737262911517929354e+02
5.685300000000000000e+04 6.363636363636363535e-01 1.749299937728750649e+02
5.685400000000000000e+04 7.272727272727272929e-01 1.762299937728750479e+02
5.685500000000000000e+04 8.181818181818182323e-01 1.774390016305831921e+02
5.685600000000000000e+04 9.090909090909090606e-01 1.789347623066273059e+02
5.685700000000000000e+04 3.333333333333333148e-01 1.799479256695653930e+02
5.685800000000000000e+04 6.666666666666666297e-01 1.810136179328384287e+02
5.685900000000000000e+04 9.090909090909091161e-02 1.823092644895814658e+02
5.686000000000000000e+04 1.818181818181818232e-01 1.832569986295173408e+02
5.686100000000000000e+04 2.727272727272727071e-01 1.852600213453146409e+02
5.686200000000000000e+04 3.636363636363636465e-01 1.866800213453146284e+02
5.686300000000000000e+04 4.545454545454545303e-01 1.874626451374395799e+02
5.686400000000000000e+04 5.454545454545454142e-01 1.885294159656871216e+02
5.686500000000000000e+04 6.363636363636363535e-01 1.898349426793165264e+02
5.686600000000000000e+04 7.272727272727272929e-01 1.908635339489664204e+02
5.686700000000000000e+04 8.181818181818182323e-01 1.916035339489664295e+02
5.686800000000000000e+04 9.090909090909090606e-01 1.924335339489664136e+02
5.686900000000000000e+04 4.761904761904761640e-02 1.931053970302560572e+02
5.687000000000000000e+04 9.523809523809523281e-02 1.943755545008084198e+02
5.687100000000000000e+04 1.428571428571428492e-01 1.951645411927113969e+02
5.687200000000000000e+04 1.904761904761904656e-01 1.955917413799772646e+02
5.687300000000000000e+04 2.380952380952380820e-01 1.964219823088647843e+02
5.687400000000000000e+04 2.857142857142856984e-01 1.976241886139555390e+02
5.687500000000000000e+04 3.333333333333333148e-01 1.989608261863737653e+02
5.687600000000000000e+04 3.809523809523809312e-01 2.004009650685653412e+02
5.687700000000000000e+04 4.285714285714285476e-01 2.015933576213767253e+02
5.687800000000000000e+04 4.761904761904761640e-01 2.025165044136042525e+02
5.687900000000000000e+04 5.238095238095238360e-01 2.047144125099540588e+02
5.688000000000000000e+04 5.714285714285713969e-01 2.065355659905811194e+02
5.688100000000000000e+04 6.190476190476190688e-01 2.075855659905811308e+02
5.688200000000000000e+04 6.666666666666666297e-01 2.088163787301966750e+02
5.688300000000000000e+04 7.142857142857143016e-01 2.103448420107500567e+02
5.688400000000000000e+04 7.619047619047618625e-01 2.114611305039273361e+02
5.688500000000000000e+04 8.095238095238095344e-01 2.126633368090181193e+02
5.688600000000000000e+04 8.571428571428570953e-01 2.136581232182537917e+02
5.688700000000000000e+04 9.047619047619047672e-01 2.149783125986079995e+02
5.688800000000000000e+04 9.523809523809523281e-01 2.161544503456427435e+02
5.688900000000000000e+04 5.000000000000000000e-01 2.165308809501371172e+02
5.689000000000000000e+04 5.000000000000000000e-01 2.172220393979622202e+02
5.689100000000000000e+04 2.500000000000000000e-01 2.183333449365068475e+02
5.689200000000000000e+04 5.000000000000000000e-01 2.195355512415976307e+02
5.689300000000000000e+04 7.500000000000000000e-01 2.207384228058138547e+02
5.689400000000000000e+04 1.111111111111111049e-01 2.219144330098512228e+02
5.689500000000000000e+04 2.222222222222222099e-01 2.226345024509470250e+02
5.689600000000000000e+04 3.333333333333333148e-01 2.235796479423926542e+02
5.689700000000000000e+04 4.444444444444444198e-01 2.245196479423926519e+02
5.689800000000000000e+04 5.555555555555555802e-01 2.258398373227468312e+02
5.689900000000000000e+04 6.666666666666666297e-01 2.264767831603186039e+02
5.690000000000000000e+04 7.777777777777777901e-01 2.273185075807793964e+02
5.690100000000000000e+04 8.888888888888888395e-01 2.290341415743805840e+02
5.690200000000000000e+04 3.333333333333333148e-01 2.298628755485846398e+02
5.690300000000000000e+04 6.666666666666666297e-01 2.309501197713791214e+02
5.690400000000000000e+04 2.500000000000000000e-01 2.321819476814379755e+02
5.690500000000000000e+04 5.000000000000000000e-01 2.336095680791628126e+02
5.690600000000000000e+04 7.500000000000000000e-01 2.348022541233504796e+02
5.690700000000000000e+04 1.666666666666666574e-01 2.357524646263444197e+02
5.690800000000000000e+04 3.333333333333333148e-01 2.367555099892268800e+02
5.690900000000000000e+04 5.000000000000000000e-01 2.378127233073419973e+02
5.691000000000000000e+04 6.666666666666666297e-01 2.389225431125356067e+02
5.691100000000000000e+04 8.333333333333333703e-01 2.400094653728651792e+02
5.691200000000000000e+04 5.000000000000000000e-01 2.412412932829240617e+02
