2.715400000000000000e+04 3.181818181818181768e-01
2.717500000000000000e+04 7.777777777777777901e-01
2.704300000000000000e+04 5.135135135135134865e-01
2.717600000000000000e+04 8.888888888888888395e-01
2.709600000000000000e+04 5.263157894736841813e-02
2.707600000000000000e+04 3.750000000000000000e-01
2.715100000000000000e+04 1.818181818181818232e-01
2.717300000000000000e+04 5.555555555555555802e-01
2.708400000000000000e+04 5.000000000000000000e-01
2.702100000000000000e+04 3.333333333333333148e-01
2.717700000000000000e+04 2.000000000000000111e-01
2.718000000000000000e+04 8.000000000000000444e-01
2.704900000000000000e+04 6.756756756756756577e-01
2.709300000000000000e+04 7.500000000000000000e-01
2.704700000000000000e+04 6.216216216216216006e-01
2.705200000000000000e+04 7.567567567567567988e-01
2.706800000000000000e+04 4.000000000000000222e-01
2.702300000000000000e+04 6.666666666666666297e-01
2.707000000000000000e+04 5.999999999999999778e-01
2.704500000000000000e+04 5.675675675675675436e-01
2.714900000000000000e+04 9.090909090909091161e-02
2.706500000000000000e+04 1.000000000000000056e-01
2.709800000000000000e+04 1.578947368421052544e-01
2.704000000000000000e+04 4.324324324324324564e-01
2.715900000000000000e+04 5.454545454545454142e-01
2.706200000000000000e+04 4.000000000000000222e-01
2.717900000000000000e+04 5.999999999999999778e-01
2.708300000000000000e+04 3.750000000000000000e-01
2.708900000000000000e+04 2.500000000000000000e-01
2.706300000000000000e+04 5.999999999999999778e-01
2.702800000000000000e+04 1.081081081081081141e-01
2.706700000000000000e+04 2.999999999999999889e-01
2.715700000000000000e+04 4.545454545454545303e-01
2.715500000000000000e+04 3.636363636363636465e-01
2.708600000000000000e+04 7.500000000000000000e-01
2.717000000000000000e+04 2.222222222222222099e-01
2.708100000000000000e+04 1.250000000000000000e-01
2.708700000000000000e+04 8.750000000000000000e-01
2.715800000000000000e+04 5.000000000000000000e-01
2.703000000000000000e+04 1.621621621621621712e-01
2.717400000000000000e+04 6.666666666666666297e-01
2.704800000000000000e+04 6.486486486486486847e-01
2.703200000000000000e+04 2.162162162162162282e-01
2.716900000000000000e+04 1.111111111111111049e-01
2.717200000000000000e+04 4.444444444444444198e-01
2.703100000000000000e+04 1.891891891891891997e-01
2.705000000000000000e+04 7.027027027027027417e-01
2.707400000000000000e+04 1.250000000000000000e-01
2.718100000000000000e+04 5.000000000000000000e-01
2.706600000000000000e+04 2.000000000000000111e-01
2.703600000000000000e+04 3.243243243243243423e-01
2.707500000000000000e+04 2.500000000000000000e-01
2.714600000000000000e+04 5.000000000000000000e-01
2.706900000000000000e+04 5.000000000000000000e-01
2.714800000000000000e+04 4.545454545454545581e-02
2.716000000000000000e+04 5.909090909090909394e-01
2.704200000000000000e+04 4.864864864864865135e-01
2.714400000000000000e+04 5.000000000000000000e-01
2.709400000000000000e+04 8.750000000000000000e-01
2.704400000000000000e+04 5.405405405405405705e-01
2.704100000000000000e+04 4.594594594594594850e-01
2.703500000000000000e+04 2.972972972972973138e-01
2.702000000000000000e+04 1.666666666666666574e-01
2.706400000000000000e+04 8.000000000000000444e-01
2.708200000000000000e+04 2.500000000000000000e-01
