3.621400000000000000e+04 5.999999999999999778e-01
3.707200000000000000e+04 7.457627118644067910e-01
3.619500000000000000e+04 7.142857142857143016e-01
3.654800000000000000e+04 4.285714285714285476e-01
3.481400000000000000e+04 4.814814814814814548e-01
3.681900000000000000e+04 2.391304347826087029e-01
3.669000000000000000e+04 3.870967741935483764e-01
3.545500000000000000e+04 2.000000000000000111e-01
3.578200000000000000e+04 7.500000000000000000e-01
3.615400000000000000e+04 5.999999999999999778e-01
3.476300000000000000e+04 6.551724137931034253e-01
3.701700000000000000e+04 1.250000000000000000e-01
3.624600000000000000e+04 7.272727272727272929e-01
3.629800000000000000e+04 6.315789473684210176e-01
3.709700000000000000e+04 6.666666666666666297e-01
3.704500000000000000e+04 2.881355932203389925e-01
3.586300000000000000e+04 8.181818181818182323e-01
3.653600000000000000e+04 9.300699300699301064e-01
3.473400000000000000e+04 8.333333333333332871e-02
3.635700000000000000e+04 2.653061224489796088e-01
3.683800000000000000e+04 6.521739130434782705e-01
3.702000000000000000e+04 5.000000000000000000e-01
3.697400000000000000e+04 7.105263157894736725e-01
3.519600000000000000e+04 9.218750000000000000e-01
3.705400000000000000e+04 4.406779661016949068e-01
3.492000000000000000e+04 6.250000000000000000e-01
3.691600000000000000e+04 8.873239436619718701e-01
3.588000000000000000e+04 2.857142857142856984e-01
3.690400000000000000e+04 7.183098591549296197e-01
3.655400000000000000e+04 1.363636363636363535e-01
3.460700000000000000e+04 7.826086956521739468e-01
3.611700000000000000e+04 5.000000000000000000e-01
3.479700000000000000e+04 3.333333333333333148e-01
3.492400000000000000e+04 5.000000000000000000e-01
3.671000000000000000e+04 2.857142857142856984e-01
3.666000000000000000e+04 7.500000000000000000e-01
3.659200000000000000e+04 2.048192771084337283e-01
3.693600000000000000e+04 6.666666666666666297e-01
3.678400000000000000e+04 7.083333333333333703e-01
3.711500000000000000e+04 1.935483870967741882e-01
3.698700000000000000e+04 1.199999999999999956e-01
3.623600000000000000e+04 9.166666666666666297e-01
3.565500000000000000e+04 5.882352941176470507e-02
3.545400000000000000e+04 1.499999999999999944e-01
3.698300000000000000e+04 9.473684210526315264e-01
3.565600000000000000e+04 1.176470588235294101e-01
3.614800000000000000e+04 3.599999999999999867e-01
3.703700000000000000e+04 1.525423728813559421e-01
3.462700000000000000e+04 7.500000000000000000e-01
3.534600000000000000e+04 6.800000000000000488e-01
3.483000000000000000e+04 7.500000000000000000e-01
3.467500000000000000e+04 3.333333333333333148e-01
3.636800000000000000e+04 4.897959183673469274e-01
3.675700000000000000e+04 1.458333333333333426e-01
3.695200000000000000e+04 1.315789473684210453e-01
3.588300000000000000e+04 3.714285714285714413e-01
3.652500000000000000e+04 8.531468531468531236e-01
